sentence,source,target,relation
"He climbed the slope, passed the old pool, now a mud-puddle, and crossed the dry wash to be brought suddenly to a halt.",He,suddenly,['climbed']
"""Then he did save her?""",Then,,['save']
"I picks it on the fly, reads the neat script on it, and then hunches my shoulders.",I,then,['reads']
"""It doesn't want us to go any farther.""",us,,['want']
" The man and woman are surfing separately, they are riding the waves, they fell in the water once in awhile.",they,water,"['fell', 'in']"
 More people join in to the kicks and flips as others watch them on the side and clap.,others,side,['join']
A woman holds a dog and take to the bathroom to take a bath in a bathtub while rubbing the body with soap.,woman,soap,['holds']
"His father had died two years previously, leaving him wealthy and independent.",father,previously,['died']
A poodle with casts on his front legs is standing up right dancing with a child.,poodle,right,['standing']
She had scarcely left her charge during the night though she had pretended that she had slept as usual in an adjoining room.,she,adjoining,['left']
He's going to the bad before your eyes.',He,eyes,"['going', 'to']"
"An ominous booming and cracking now and then reached their ears from the direction of the river where the sullen, pent-up waters threatened momentarily to break their ice bonds, and the men knew that the logs must go out on the flood though the heavens fell.",heavens,flood,['booming']
"""Mr. Bhaer must see and dress it at once,"" and Mrs. Jo hastened into the next room, leaving the door ajar behind her, so that Dan heard all that passed.",that,all,['see']
"From prudential motives they did not allow themselves to straggle, and by instinct they kept a look-out over the undulating plains to the eastward, ready with their loaded carbines.",they,loaded,['allow']
 A player from the cream team then hits the puck with her stick but is not very successful.,,then,['hits']
"When the officials arrive I shall tell them the truth--that coming, as I drove, upon a lad who was being attacked and murdered by a number of brutal peasants, I carried him off in my chariot.",brutal,,['tell']
"A screen appears with a snowy mountain with pine trees and an overlay on the screen of a logo and words that say ""Efficient Hot Waxing Tips Reduces time material waste, cost and mess"".",Efficient,Hot,"['appears', 'with']"
"They went down the Sytch Bank to the new chapel of which Mr Orgreave, though a churchman, was the architect, in that vague quarter of the world between Bursley and Turnhill.",They,vague,"['went', 'down']"
 Then the man is shown sitting down playing the guitar and he never looks up at the camera.,he,camera,['shown']
He turned a little aside and coughed energetically.,He,,['turned']
Several individuals play against each other in a table football match.,Several,,"['play', 'against']"
 People walk behind the jury.,People,jury,"['walk', 'behind']"
"On my last trip, down, senor, I brought many of the high deputies who had been there.",high,,"['brought', 'many']"
"Karr had been trotting along quietly; but when the game-keeper turned and started for home, he became anxious.",he,home,['trotting']
"""Strangers,"" said he, ""I reckoned there was something wrong about you when you let that yaller heathen sit down with you.",heathen,you,['said']
"At first Fadrique would not acknowledge to the injury, but soon the blood began to trickle down, and he was obliged to accept his friend's careful assistance.",down,,"['acknowledge', 'to']"
"""I'll ride ter ther elbow of ther road an' wait fer ye, Parish,"" he said, awkwardly.",Parish,fer,['said']
 The next scene shows a team of cricketers wearing white uniforms getting ready to play as they gather in a circle with their captain.,white,,['shows']
"""His Majesty"" mixed another tumbler for Russell.",Majesty,Russell,['mixed']
A boy jumps on a trampoline while catching a stuffed doll on his shoulders in the air.,boy,stuffed,"['jumps', 'on']"
" Scissors and different types of tape are shown, as well as a roll of wrapping paper.",Scissors,well,['shown']
"My mother sat down on the grass and nursed her baby, while I played round her, and the cow grazed.",cow,her,['sat']
The messenger went.,messenger,,['went']
"He rose again and staggered round and round, tearing pieces out of his arms with his teeth.",He,round,['rose']
"exclaimed old Tom, and he rapped out an expression which I need not repeat.",I,which,"['exclaimed', 'old']"
"He skimmed over the contents, the rumors of wars, and cruelties, the Wall Street items, the burglaries, the fires, the defalcations, the suicides, the stresses of the world, creation old, enduring in their fluctuations and recurrences like the sea, beating with the same force upon the hearts of every new generation.",He,new,"['skimmed', 'over']"
"people are moving the furniture out of the living room, even the carpet and everything.",people,living,['moving']
"When all had gone away but the colored man and the cook, the latter asked why Miss Bannister had been mentioned in connection with this dog.",why,Miss,['gone']
" Then, she puts oil, eggs and the rest of the ingredients in the bowl, then the woman mix the ingredients and put flower an other ingredients.",then,,['mix']
"""Now hear me,"" he said, jumping into his trousers, ""and everything I say you grip on to.",you,trousers,['said']
A man is cutting an onion with a knife on a cutting board.,man,cutting,['cutting']
She tottered forward with the baby in her arms.,She,forward,['tottered']
"  A man is escorted into a room and left alone until he is attacked, violently, by a man who appears suddenly in the room with him, the two fight.",violently,,"['escorted', 'into']"
But he did not close his door.,he,door,['close']
"She was a handsome woman of fifty-five,--still a woman, not an old person, Wanning told himself, as he kissed her cheek.",he,cheek,['told']
 He takes the hose out of his mouth and start to exhale forming O's in the air.,He,forming,['takes']
"Within his cabin, by the leaping light of his gusty fire, North sat alone.",gusty,,['sat']
"This, to me, was a very great sum; and, the moment I could decently withdraw myself, I ran off home.",myself,,['was']
 More distressed runners are shown.,distressed,,['shown']
"""Creamy yellow is Penelope's colour, and I could use that bit of old black lace and those knots of velvet ribbon that I have to trim it.",black,velvet,['is']
"CHAPTER XIV THE ASSERTION OF INDIVIDUALITY It was a week after her brother had sent her his telegram before Miss Corona Raybold arrived at Camp Rob, with her tent, her outfit, and her female guide.",Miss,Corona,['was']
" He lifts it, then lifts it over his head.",He,then,['lifts']
 The crowd applaud the boy holding British flags.,boy,British,['applaud']
"""I seed the tracks of his pony, as well as his own.",I,pony,['seed']
 The final gymnast waves to the camera and walks away.,,final,['nothing']
" then a little boy joins her and just touches the hill, but walks away.",little,,['joins']
 He then smiles and walks to the camera while pointing into the distance and fist bumping.,He,then,['smiles']
 We return to the man talking near the ladder and a website appears on the screen.,website,screen,"['return', 'to']"
" After, the young man cleans the wet screen with a cloth.",young,,['cleans']
"Soon the man he had sent to the extreme right came running up with the news that a boat had embarked at the farther end, with a party of some ten men on board.",extreme,,['came']
 We see the lady relaxing after cleaning.,lady,cleaning,['see']
 We see a man jump over stairs up close.,man,stairs,['see']
"He met nobody, except an occasional countryman driving a wood-laden team.",He,occasional,['met']
