sentence,source,target,relation
A man putting spackle on the wall.,,wall,['man']
A little girl is walking along a line of logs on a sandy beach.,little,,"['walking', 'along']"
He then fought in the battle of Laon and in the attack on Paris.,He,then,"['fought', 'in']"
No further excavation takes place at this stage.,further,,['takes']
A woman in a white hat looking at her scarf.,,white,"['woman', 'in']"
Its current chairman is Jim Clynes.,current,,['is']
The men are fishing at a highly littered river.,men,littered,"['fishing', 'at']"
He didnt care whether they were over the plate or not.,they,plate,['care']
When did she suggest it.,When,,['suggest']
It was made into a novel of the same name by Roland J.,It,same,"['made', 'into']"
Im an old superstitious Arab and I believe in our proverbs.,superstitious,,['m']
Despite the King requesting his release Maclellan was murdered.,Maclellan,release,['murdered']
fisherman motors ahead in his boat facing the sun.,,ahead,['motors']
Many people in Berkshire Surrey and Middlesex must have seen it.,Many,,['seen']
You have been very ill I know.,very,,['been']
An elderly middleeastern woman is about to smoke a pack of cigarettes.,middleeastern,,"['is', 'about']"
Most paintings were made from dead specimens but many were also drawn from life.,dead,,"['made', 'from', 'dead']"
The prefixes of X are X the prefixes of Y are Y.,prefixes,Y,['are']
There is a group of people in winter coats are gather in front of a large building.,,large,['is']
A woman in a white headscarf sits near white flowers.,woman,white,"['sits', 'near', 'white']"
Judge Tully is in.,Judge,Tully,"['is', 'in']"
Why should you think that.,Why,,['think']
In those times the Master Work could be written simply on an emerald.,Master,Work,['written']
Free software is sometimes locally called swatantra software in India.,Free,,"['called', 'swatantra']"
Can you play Slacker.,you,Slacker,['play']
A small dog leaps over a stream.,small,,"['leaps', 'over']"
Look in the corner to find the tan shirt.,,tan,"['Look', 'in']"
A darkskinned man in playing a trumpet in a marching band.,,darkskinned,"['man', 'in']"
She subsequently reported on her progress via her Twitter account.,She,subsequently,"['reported', 'on']"
The bright lanterns were gay on the dark lawn.,bright,,"['were', 'gay']"
The name Östgöta refers to the Swedish Östergötland province.,name,Östgöta,"['refers', 'to']"
The Cronin case prosecuted by States Attorney Joel Minnick Longenecker achieved international attention.,Cronin,case,"['achieved', 'international']"
When Davis asked Schultz about this the boss deadpanned I cut his heart out.,I,heart,['deadpanned']
a baseball player in midswing.,,baseball,"['player', 'in']"
Two Asian kids are putting up peace signs.,Asian,,['putting']
A gray water fowl with black and white markings is flying near water.,gray,water,"['flying', 'near']"
A man is cooking outside food with a blond woman watching.,blond,,"['cooking', 'outside']"
The latter is a weekly rotating slot featuring comedians and friends of the show.,latter,rotating,['is']
Please look up the book The Wacken Carnage.,,book,['look']
Semicursive script had less spacing between the letters and cursive script had rounded tails.,Semicursive,script,"['had', 'less']"
A motorcyclist making a sharp turn.,,sharp,['motorcyclist']
Both parents share incubation duties as well as brooding and feeding duties.,parents,brooding,['share']
Woolsey stayed on as second in command and remained commanding officer of Oneida.,Woolsey,commanding,['stayed']
I was sent down here to clean house.,I,here,['sent']
The Qax naturally panic a little at the escape to the past.,Qax,little,['panic']
Times were hard in northern Virginia.,Times,northern,"['were', 'hard']"
In the crib the baby sat up and began to prattle.,baby,crib,['sat']
A man wearing a old style suit dancing in a ballroom with a woman.,,old,['man']
Ammianos partner of many years was Tim Curbo a fellow schoolteacher.,Ammianos,partner,['was']
Have you money for your lodging.,you,lodging,"['money', 'for']"
This mans going to jump as a matter of principle.,mans,principle,['going']
Berkeley Wesleyan University Northeastern University and Stanford University.,,,['University']
It is an industry standard.,It,,['is']
A small boy swimming underwater.,,,['underwater']
Following this incident United fans chanted Irelands number one in OSheas honour.,United,fans,['chanted']
The alleged perpetrator refuted the claims as false.,alleged,,['refuted']
Massimilianos reign did not last very long.,Massimilianos,reign,['last']
Its transmitter is located north of Rayne Louisiana.,transmitter,north,['located']
Bajra was introduced by a brave king of this region named Lakho Fulani.,Bajra,brave,"['introduced', 'by']"
According to one source it may be a pupillary reflex elicited by skin pinch.,one,,['be']
Shooting and recording were performed by Nelvana Canada.,Shooting,Nelvana,"['performed', 'by']"
Under the terms of the sale Sea Shadow had to be scrapped.,Sea,Shadow,['had']
The attending peers did not fail to notice this unusual omission.,attending,,['fail']
Rotmo sings in his own dialect from the municipality of Verdal.,Rotmo,own,"['sings', 'in']"
It was intended that it should become the kitchen garden to the royal household.,it,royal,['intended']
A little blond girl crawling into a blue inflatable bouncy house.,,bouncy,['girl']
There are two childrens playgrounds chess tables swings sprinklers and a small lawn.,two,chess,['are']
Through his brother Otto he was the uncle of painter Sigmund Sinding.,he,painter,['was']
The remaining five friends blame themselves for not having prevented Adams suicide.,five,,['blame']
It was later included in the Gil Hamilton anthology Flatlander.,It,later,"['included', 'in']"
This cyborg killed one of the planets inhabitants and drove his son mad.,cyborg,planets,['killed']
OHiggins claimed that the Spanish stopped their retreat and started advancing towards his troops.,Spanish,troops,['claimed']
They were the only two candidates.,They,,['were']
Falcarinol was also credited for helping to prevent colon cancer.,Falcarinol,also,"['credited', 'for']"
What is the cloud condition here for June fifteenth 2026.,cloud,condition,['is']
Those buildings still stand however.,buildings,,['stand']
There are also lessprominent systems in Aquarius.,,also,['are']
This road is actually about south of the MuscogeeHarris county line.,road,actually,['is']
My name is Melchizedek said the old man.,Melchizedek,old,['is']
A woman in a sheer white top is bowling.,woman,white,['bowling']
There are several timber framed houses.,,,"['are', 'several']"
Its a poor job that cant carry one boss.,poor,,['job']
So on and so forth.,,,['on']
I ain’t the man to spoil a bit of sport.,I,sport,['ai']
Well as I say Jeeves is off the case.,Jeeves,case,"['is', 'off']"
It is affiliated with the Museum of Fine Arts.,It,Fine,"['affiliated', 'with']"
These remains are classified as historic monuments by the Quebec government.,remains,historic,"['classified', 'as', 'historic']"
He was buried at the church of Iyasus in that town.,He,town,"['buried', 'at']"
an Asian man and an Asian woman are blowing bubbles from pink plastic hoops.,Asian,,['blowing']
Show me some gratitude.,,gratitude,['Show']
However the company failed to make cashflow targets and no worker dividends were paid.,worker,dividends,['failed']
So the first task for the unsuccessful hero is to get some money.,first,,['is']
It consists of six schools.,It,six,"['consists', 'of']"
His mother named him after the Japanese word for love.,mother,Japanese,['named']
You will need to know to build your own custom environment.,You,own,['need']
“Here” piped Paul small and inadequate.,,Here,['piped']
They would not fight in integrated units again until the Korean War.,They,again,"['fight', 'in', 'integrated']"
And hell be in the same scrape again next week.,hell,same,"['be', 'in']"
A girl sleeps on a bench near a window.,girl,window,"['sleeps', 'on']"
Belluno also became a supplier of iron and copper.,Belluno,also,['became']
Some Republican Senators were strongly against the agreement regarding it as appeasement.,Republican,,['were']
A surfer wearing a black wetsuit and riding a green surfboard in the ocean.,,green,['surfer']
She taught Hourman what consequences his actions can have.,actions,consequences,['taught']
Salisbury has an Open Town Meeting form of government with three Selectmen.,Salisbury,three,['has']
The boy saw a man appear behind the counter.,man,counter,['saw']
People are dancing in front of a man performing his guitar.,People,guitar,"['dancing', 'in']"
It is related to the Btree.,It,Btree,"['related', 'to']"
We were twelve boarders and there were two girls twins.,We,,['were']
I walked forward a few steps.,I,,['walked']
Diurnal insects include some bees such as Anthidium maculosum.,Diurnal,,['include']
Executive Officer Captain Craig Clapperton assumed command after Captain Tushar Tembes death.,Captain,Craig,['assumed']
She should have come by the omnibus he repeated and repeated stupidly.,he,omnibus,"['come', 'by']"
